Height (cm),Weight (kg),Chest (cm),Waist (cm),Hip (cm),Size Purchased,Size Exchanged
176,72,96,82,99,M,XL
189,66,94,93,89,XS,L
181,50,95,92,100,L,L
175,72,103,73,110,S,M
176,76,81,71,91,S,S
178,81,98,74,86,M,XL
188,68,85,66,97,XS,XL
182,73,97,77,86,L,XL
168,52,100,70,112,L,L
186,61,90,91,110,M,M
168,84,88,87,114,XL,XL
182,64,82,73,93,M,L
165,66,81,84,104,XL,M
156,56,94,94,87,XS,M
175,68,104,74,86,XS,S
154,70,94,82,104,L,L
154,86,96,84,96,L,L
175,72,97,88,101,XL,S
171,59,90,82,100,M,XL
164,70,97,71,90,XS,L
162,82,102,87,90,XS,L
177,69,82,88,102,S,M
182,84,106,75,111,S,M
167,83,83,77,107,XS,L
179,85,97,67,98,XL,L
175,76,84,65,86,L,M
165,68,93,68,110,XS,S
162,54,104,83,101,M,L
182,59,104,70,108,M,S
175,89,86,87,100,S,XL
150,62,91,74,110,L,M
187,78,87,71,102,S,L
151,54,108,76,105,XS,L
155,61,109,72,90,L,M
187,62,100,77,110,XS,L
173,71,100,94,101,L,L
157,62,101,75,94,XS,L
177,50,80,92,88,S,L
159,87,82,74,102,XL,L
166,50,90,93,95,XS,L
178,60,97,70,106,L,S
163,71,88,86,114,XL,L
171,84,83,74,88,XS,L
175,77,103,65,103,S,XL
188,80,89,82,90,M,L
161,57,97,77,109,L,M
184,54,102,89,92,S,S
163,66,95,88,102,S,XL
171,87,108,92,103,S,XL
156,59,98,68,100,XL,S
189,69,103,70,110,XS,M
174,63,101,82,91,M,S
162,63,82,92,109,XS,XL
170,75,87,69,101,M,XL
159,78,106,82,111,XS,S
151,65,88,71,99,M,XL
174,85,106,87,88,S,M
162,83,98,73,110,XS,XL
183,65,96,67,100,XL,S
183,82,92,76,98,L,L
184,52,81,84,110,XS,L
187,72,83,89,101,M,M
152,60,108,78,93,S,M
155,67,90,72,91,L,M
152,54,83,71,111,S,XL
167,73,83,88,112,XS,S
188,78,99,73,107,S,XL
158,78,80,76,96,XL,S
161,75,104,68,101,M,L
154,89,105,69,93,S,XL
152,52,90,73,96,XS,S
160,51,102,71,96,XL,S
179,74,81,78,92,XL,L
153,68,98,84,111,XS,XL
154,89,108,86,112,M,XL
176,68,102,81,96,XL,XL
177,50,99,65,89,XS,L
178,76,83,89,104,XL,S
167,84,104,79,85,L,L
161,54,95,88,93,XS,L
162,87,94,79,99,XL,L
151,53,84,93,108,XS,XL
186,66,109,65,113,XS,M
165,70,108,93,86,L,L
173,80,106,79,88,XS,S
171,60,94,66,113,XL,XL
185,83,102,93,107,S,M
160,64,96,68,87,M,M
178,59,82,81,100,M,L
184,87,97,80,92,XS,S
180,80,105,85,91,M,M
165,86,85,80,110,M,XL
159,77,106,72,96,XS,S
181,80,91,70,96,M,XL
151,55,101,86,88,S,L
172,72,96,66,109,XS,XL
187,74,93,77,87,L,XL
180,88,85,86,91,L,M
189,51,89,86,106,S,M
175,87,95,85,108,XL,L
178,88,97,70,105,L,S
163,89,99,70,85,XS,S
174,74,85,77,92,L,S
150,85,98,65,85,XS,S
152,65,82,86,100,M,S
175,67,91,85,87,XS,S
167,62,95,88,112,XS,XL
158,86,82,73,86,L,S
172,83,83,86,92,M,M
170,60,104,93,108,S,S
150,50,99,76,91,XS,L
176,79,83,90,108,M,XL
155,54,83,68,105,XL,M
185,67,86,83,103,M,M
177,63,100,80,102,L,M
166,62,91,90,87,L,L
189,81,81,76,95,S,S
152,56,95,65,95,XS,XL
161,57,86,87,87,S,XL
188,56,98,85,112,S,XL
161,65,90,68,107,XS,S
151,80,80,73,85,XS,XL
171,76,88,71,107,M,XL
172,82,84,74,106,S,M
179,78,105,77,111,S,S
160,70,96,92,110,XL,L
154,70,91,74,101,S,M
184,74,104,72,93,M,XL
176,72,92,84,102,M,M
151,60,103,79,104,XL,S
173,82,90,65,93,M,S
180,69,92,91,109,L,M
182,74,92,79,112,XL,S
188,75,85,88,95,L,M
179,89,105,81,101,S,M
186,61,101,77,98,S,M
180,82,99,67,102,M,XL
160,59,100,87,96,XL,S
172,53,89,83,102,S,XL
151,64,98,93,92,XS,XL
189,55,82,88,113,M,M
176,76,105,69,92,XL,XL
184,54,86,67,110,M,M
151,54,84,85,112,XL,S
188,67,87,69,92,S,L
186,77,84,88,112,M,XL
170,84,91,92,104,M,XL
154,71,83,73,99,XS,XL
170,83,109,70,92,S,M
169,67,107,74,97,XS,M
187,75,97,80,107,XL,M
169,71,82,67,92,M,M
174,82,86,82,101,L,S
151,63,87,75,103,M,S
181,80,94,83,110,S,L
175,59,100,89,90,XL,XL
155,73,106,87,101,XS,L
182,57,98,75,109,XL,S
150,81,83,91,91,XS,M
154,80,95,89,101,M,S
162,83,105,93,113,L,S
174,56,91,74,106,S,XL
184,68,83,91,112,L,S
179,57,96,67,90,S,L
154,63,105,87,114,S,S
183,50,88,73,94,M,M
171,62,91,82,102,XL,XL
188,52,105,76,108,XL,S
162,77,94,87,91,XS,XL
152,87,99,85,98,L,XL
154,52,88,68,94,S,S
173,53,93,65,106,M,XL
189,54,83,91,109,XL,L
165,61,84,93,87,L,XL
161,52,107,72,100,S,L
188,72,96,88,107,XL,L
174,89,92,88,95,L,XL
181,82,99,76,94,XL,M
173,63,96,65,96,M,M
158,72,98,68,113,S,M
189,80,106,87,98,S,S
172,62,102,77,114,XL,L
162,61,80,94,93,L,XL
181,84,100,91,112,L,S
164,67,96,81,97,L,M
185,70,101,83,114,XL,M
154,50,104,83,90,L,M
171,87,82,86,95,XL,XL
165,58,106,69,85,XS,M
159,72,106,92,111,XL,L
173,63,93,75,99,M,M
167,60,91,71,91,L,S
167,56,94,67,95,L,M
156,80,85,75,101,S,S
175,75,101,75,93,XS,XL
154,79,81,79,110,L,L
165,83,83,83,100,S,M
184,87,92,72,95,XL,M
175,54,92,80,110,S,M
167,54,102,85,109,XS,M
178,68,106,79,101,XL,S
172,87,101,67,90,L,XL
163,77,104,94,99,XL,S
164,75,106,88,113,L,M
182,72,102,70,87,M,S
174,79,96,67,112,L,M
166,77,90,69,114,XS,S
172,82,98,65,96,XL,XL
163,54,87,78,102,M,L
178,68,108,76,100,M,S
169,50,80,77,92,S,S
179,87,89,78,103,L,L
168,58,81,89,89,M,XL
162,83,93,87,90,XS,L
167,86,82,91,96,XL,XL
182,74,108,88,99,L,XL
188,78,103,70,114,L,XL
189,74,88,91,94,M,M
167,58,102,85,101,L,S
182,64,90,92,111,M,M
166,87,85,87,105,L,M
176,72,80,73,95,S,S
155,86,82,72,86,XL,XL
184,57,104,69,105,M,S
183,82,102,71,98,S,S
174,56,93,81,100,L,L
153,71,96,80,112,M,L
159,64,98,75,93,S,L
173,70,109,71,91,XS,XL
160,66,107,92,100,XS,M
176,56,88,92,98,L,L
165,68,87,66,95,XL,XL
179,89,88,92,92,XL,M
165,73,106,70,95,S,XL
156,60,106,67,111,L,L
184,81,86,88,104,S,L
165,89,101,87,101,XL,M
161,64,85,80,114,XS,XL
184,70,81,78,110,M,L
170,73,108,81,114,XL,S
185,66,88,82,103,M,XL
166,58,88,89,94,S,L
181,84,98,68,96,L,S
155,69,88,67,85,XL,M
176,67,107,68,102,XL,M
169,69,109,87,91,XS,M
151,89,95,77,97,L,XL
158,50,109,78,88,XL,L
177,73,101,94,94,L,M
187,73,93,78,112,L,XL
152,68,99,69,93,XS,S
169,79,103,69,102,M,M
155,75,80,91,93,S,XL
188,87,92,86,106,M,XL
182,78,101,92,94,M,L
150,62,81,77,92,XS,M
155,66,93,82,95,L,L
175,77,97,69,97,XL,XL
180,88,87,67,109,XL,L
173,89,86,67,96,M,M
180,60,88,84,99,XS,L
178,61,88,66,113,XL,XL
181,62,90,84,100,L,M
166,57,83,90,92,S,L
163,50,86,91,90,S,M
189,58,100,82,108,XS,S
185,77,86,94,92,M,L
173,51,83,74,86,L,M
174,62,105,90,95,XS,S
167,53,106,93,94,M,S
167,61,96,71,86,XL,XL
186,59,99,91,107,XL,M
175,52,108,84,111,XS,S
158,53,105,90,103,XL,M
184,55,82,86,104,XL,XL
157,72,88,93,104,S,S
169,54,84,92,104,M,M
171,52,99,78,86,S,L
168,59,95,74,111,S,M
179,68,87,84,90,XS,M
177,63,100,80,101,XS,M
160,77,98,81,114,S,S
180,70,95,70,89,L,M
188,85,97,86,86,S,XL
185,73,94,82,93,S,M
179,87,103,92,86,S,M
172,66,107,74,106,XL,L
168,71,97,74,104,XL,L
161,68,93,73,98,XS,L
180,60,95,92,99,S,XL
186,87,84,79,86,XS,S
186,51,87,75,112,M,XL
164,82,95,93,102,L,L
178,80,100,71,96,L,XL
151,86,107,66,100,XS,M
169,85,108,66,103,M,L
164,72,90,90,87,L,S
171,89,90,75,99,S,XL
187,88,81,89,91,XL,S
172,75,109,83,92,S,S
175,74,101,93,91,L,L
160,66,98,84,87,XL,M
151,86,84,81,107,M,XL
157,53,82,84,103,S,XL
186,71,102,72,114,XL,S
167,66,109,77,91,M,M
163,63,87,68,103,XL,M
159,63,83,83,89,S,L
184,66,108,67,107,L,XL
158,57,92,70,97,S,XL
160,75,104,93,108,M,L
161,79,101,70,102,XS,M
152,71,93,86,88,S,M
188,65,80,70,88,L,M
163,79,84,88,92,XL,L
177,65,100,72,95,XS,L
188,73,102,81,112,S,S
174,85,85,74,93,XL,L
170,84,94,88,90,L,M
159,55,94,69,88,XS,L
164,53,87,83,90,XL,S
168,67,81,75,97,S,L
171,55,93,74,113,XL,M
181,86,95,86,113,M,L
172,76,108,88,114,M,M
162,60,102,74,93,S,L
153,65,94,92,98,XS,XL
177,68,102,73,96,M,M
163,64,83,69,88,L,M
157,75,91,85,92,XL,L
158,80,89,81,101,M,XL
184,68,81,70,106,L,M
186,73,83,93,89,XS,M
170,58,99,75,87,XL,XL
167,72,107,91,88,M,L
182,53,107,69,92,M,M
157,59,85,71,100,XS,M
180,68,102,68,111,M,S
183,64,82,85,110,S,M
155,83,94,74,111,XS,M
171,68,105,94,114,XS,M
152,83,98,82,92,M,XL
161,66,104,65,91,XL,S
161,66,92,70,113,XS,S
151,51,87,75,86,XL,L
151,50,97,78,107,XL,M
164,59,101,84,111,XL,XL
172,86,82,93,97,L,S
178,54,102,90,95,L,M
166,61,97,67,87,XS,XL
181,85,99,80,86,XL,M
156,80,105,80,100,XS,M
179,87,88,71,85,XS,XL
177,58,85,72,91,XS,M
163,75,99,91,87,L,L
166,65,105,68,100,M,S
181,62,109,76,110,XL,XL
173,79,83,74,90,L,S
155,56,104,76,98,S,XL
176,53,109,75,107,XL,XL
167,89,97,75,95,XL,L
173,87,86,79,106,L,XL
186,79,106,70,107,S,L
173,59,90,93,105,XS,S
187,79,84,91,109,XS,M
183,88,87,75,103,L,L
189,56,90,66,106,S,M
164,85,109,88,109,L,M
160,84,103,86,85,XS,XL
173,88,109,73,97,L,M
167,69,108,80,93,XL,L
161,81,99,77,111,L,M
177,88,94,77,113,L,M
189,75,103,86,95,XS,M
172,85,86,92,97,XL,L
183,84,87,85,85,XL,S
160,61,90,89,87,L,S
171,82,89,65,104,L,XL
184,85,99,84,101,L,M
178,63,88,74,89,XS,S
177,82,94,90,90,L,S
163,64,99,83,94,XL,L
167,80,103,81,95,XS,M
177,66,101,65,97,XL,M
173,61,84,65,113,M,XL
157,71,94,81,94,XL,L
157,72,83,79,98,XL,M
176,63,108,66,97,XL,M
185,61,94,75,112,L,S
154,53,106,85,88,L,M
182,62,96,66,104,S,S
183,67,102,84,114,XS,L
179,77,87,73,101,L,S
157,87,107,83,102,XS,L
188,68,104,66,95,XL,XL
175,87,108,80,94,S,S
186,52,98,84,105,L,L
156,69,89,84,103,S,L
189,74,84,92,93,XL,XL
177,60,89,85,89,XS,S
188,84,80,93,89,XL,L
177,63,104,88,87,XL,S
163,88,104,94,85,S,XL
187,68,101,77,103,XL,M
153,52,103,79,111,S,XL
167,83,83,84,90,S,XL
174,71,100,66,94,M,S
156,87,84,92,89,XL,S
187,76,102,84,96,L,L
154,80,102,89,101,XL,XL
152,76,84,91,111,L,S
180,86,99,94,86,XS,S
169,51,87,88,105,L,XL
168,58,96,73,109,S,L
160,68,80,84,111,S,S
189,85,101,65,98,S,M
152,59,97,67,96,M,M
156,88,82,81,97,XL,L
172,56,99,75,89,XL,XL
156,53,93,88,89,S,XL
183,64,95,89,101,L,XL
168,61,97,72,89,XS,M
158,55,89,85,108,L,XL
174,84,94,75,110,S,M
163,57,89,94,103,L,S
174,56,80,92,88,M,L
168,53,98,77,91,S,S
188,62,81,79,107,M,S
164,68,92,89,101,S,L
165,56,104,84,95,XL,L
176,59,95,89,90,XS,XL
189,74,87,81,97,L,XL
153,74,100,91,114,S,L
168,78,98,83,109,XS,L
177,61,93,84,89,XS,S
170,89,90,75,108,XL,XL
182,55,91,81,94,L,XL
159,59,90,92,95,S,L
179,74,90,77,110,L,XL
171,56,101,80,110,L,S
152,89,100,84,97,L,XL
186,72,106,84,87,XS,XL
151,72,89,73,114,XS,M
161,56,95,86,102,XS,L
155,76,87,88,89,S,S
189,62,85,91,100,XL,XL
179,81,98,73,110,XL,XL
151,75,92,80,107,XS,XL
158,71,94,71,100,XS,XL
151,62,92,78,95,XL,XL
178,61,80,78,106,XS,S
182,56,100,71,88,XL,S
159,50,107,88,93,S,S
183,82,106,80,99,M,S
157,63,81,82,96,M,M
182,53,81,70,100,M,L
155,88,104,71,88,S,L
168,73,92,72,111,S,L
181,83,89,65,105,L,M
150,73,101,90,86,XL,L
182,64,94,83,103,L,XL
189,66,108,86,91,L,M
181,62,80,71,112,S,L
154,56,93,82,86,L,M
158,88,86,85,92,XS,L
172,72,94,70,92,L,S
184,75,82,65,112,S,M
156,50,81,94,94,M,L
164,63,101,74,102,M,M
169,81,87,87,106,L,XL
173,54,95,71,95,L,S
171,76,101,65,107,S,XL
160,71,107,90,85,M,M
157,67,84,89,91,S,L
184,51,99,91,111,M,L
187,62,107,93,92,L,S
186,57,81,82,98,L,S
176,57,105,70,108,L,M
177,59,82,75,103,M,M
189,82,88,69,92,M,XL
181,61,103,68,106,M,L
166,86,104,74,107,M,M
182,58,100,93,108,XS,S
165,67,92,67,94,XL,XL
178,79,84,77,106,XL,L
158,81,102,81,94,S,S
182,89,86,69,88,XL,L
178,72,96,72,92,L,XL
162,60,107,83,91,XS,XL
170,69,94,82,110,S,L
170,68,109,65,99,M,M
154,85,84,93,92,XL,S
159,75,103,68,113,S,S
162,73,106,82,91,S,S
150,62,81,78,114,L,M
169,83,109,88,103,S,M
157,78,103,75,87,S,L
158,56,89,90,100,M,S
152,79,80,92,98,M,S
160,66,106,73,91,S,XL
161,62,106,77,96,XL,L
174,80,106,81,100,M,M
174,76,98,79,87,S,S
160,70,95,66,111,XL,S
185,50,98,70,85,L,XL
188,64,85,93,90,XS,XL
175,52,91,90,113,M,S
163,55,82,92,86,S,S
188,63,86,71,91,XL,XL
189,87,103,66,92,M,M
150,82,82,88,97,M,S
153,87,104,77,113,L,L
179,57,96,74,100,XS,S
161,75,94,80,113,S,L
184,64,98,73,106,S,XL
162,63,107,72,105,M,M
153,85,106,91,108,XS,XL
165,73,100,71,105,L,XL
156,59,99,86,97,XL,S
171,83,81,87,101,S,M
178,85,86,83,92,XL,M
160,85,98,68,92,L,S
182,65,86,73,107,S,M
178,64,89,83,91,XS,M
188,67,91,66,108,M,S
161,56,102,92,85,XS,XL
188,81,97,91,99,XS,S
175,68,102,71,112,S,S
183,84,99,70,111,M,L
162,54,106,79,90,S,L
185,61,100,71,94,XL,L
174,61,107,70,96,M,XL
173,70,87,65,110,S,S
166,68,84,92,109,S,L
151,58,82,78,88,XS,XL
180,81,101,89,109,XL,L
178,84,85,70,98,M,S
177,80,86,92,114,XL,M
176,81,87,82,97,S,XL
164,86,83,91,109,M,XL
182,87,96,66,105,L,L
161,81,101,85,87,L,M
186,51,98,87,89,XL,XL
158,60,88,87,97,S,XL
157,86,107,80,110,L,S
181,58,100,68,99,XL,XL
163,87,96,66,101,M,L
176,68,102,87,90,S,S
174,89,89,69,107,S,S
162,56,109,81,102,XS,M
180,73,105,86,110,S,L
186,56,105,78,93,S,S
154,60,90,84,92,S,S
177,79,101,79,95,XS,L
184,71,92,77,108,XS,L
181,56,104,70,106,XS,M
188,69,105,93,85,XS,S
186,74,89,65,86,XS,M
157,73,86,65,88,XL,L
166,89,103,79,86,XL,XL
176,62,81,91,109,L,M
182,88,100,80,86,S,L
166,53,108,86,97,XS,M
161,61,86,71,113,S,L
176,66,87,86,106,XL,S
157,50,100,78,105,M,L
172,66,98,93,104,XS,S
178,51,85,89,90,L,L
169,55,100,83,88,S,M
165,60,87,88,109,L,XL
166,67,104,83,111,XS,M
165,89,104,91,110,S,S
168,74,107,92,99,S,L
157,88,107,93,107,XS,L
187,77,101,93,87,M,L
187,65,99,87,112,XS,XL
178,61,83,94,110,L,M
185,78,104,77,88,XL,M
175,72,99,85,101,XL,L
180,70,103,76,90,XL,L
161,65,88,93,86,S,L
166,75,84,65,104,S,M
164,86,108,91,97,XS,XL
158,71,85,76,99,S,L
188,59,98,68,89,L,L
161,56,91,94,112,XS,XL
181,58,84,93,108,L,XL
174,74,84,91,103,XL,L
188,64,109,79,90,L,S
167,62,97,89,101,XL,XL
164,75,105,80,109,S,XL
181,70,85,79,112,XS,M
184,77,90,83,86,L,L
154,73,103,75,113,XS,L
167,62,81,73,88,M,M
165,89,106,65,102,XS,XL
157,51,108,73,107,XL,M
174,88,93,92,108,M,M
181,61,104,87,93,XS,L
175,88,98,76,99,M,S
171,63,89,66,100,XL,XL
180,79,84,75,105,M,XL
159,68,109,85,114,M,L
161,80,102,78,87,XS,S
177,74,83,66,85,L,S
154,85,92,87,98,S,M
172,86,89,85,90,M,XL
158,52,109,82,89,S,XL
178,65,89,91,113,XS,XL
165,75,83,78,107,L,M
171,89,95,85,89,XL,S
157,88,94,92,111,XS,S
169,68,100,76,88,L,XL
163,64,90,74,105,XS,S
188,81,98,78,96,L,XL
186,70,100,86,98,S,S
183,50,103,79,111,L,L
189,76,94,66,98,S,L
180,80,93,70,106,S,S
183,61,108,76,94,S,L
156,70,84,66,94,M,XL
172,51,105,93,113,S,L
156,54,96,93,112,S,S
174,58,97,68,114,M,S
187,67,80,80,93,XL,L
169,71,108,65,110,S,S
183,57,106,65,86,S,L
179,83,107,78,98,S,M
166,58,106,75,91,XL,S
169,67,100,70,104,M,XL
167,76,93,87,92,M,S
176,65,99,76,108,M,XL
172,54,99,76,88,M,S
181,78,107,74,89,XL,M
159,86,100,72,97,L,L
160,71,102,91,91,S,S
187,63,90,84,90,M,XL
155,68,103,83,101,S,S
166,52,102,65,87,M,L
189,83,104,91,93,M,S
170,86,106,93,110,XL,M
168,81,94,72,92,S,XL
167,66,93,85,109,S,XL
168,83,90,88,107,XS,L
155,81,100,71,110,S,L
165,72,109,93,99,M,S
157,84,88,83,85,S,M
167,86,99,68,92,S,S
161,82,91,92,88,XS,L
159,74,109,93,106,XL,XL
156,86,82,87,94,XS,S
150,89,100,84,100,XS,L
185,70,94,70,102,L,XL
170,87,87,76,88,L,XL
173,83,107,76,88,L,S
174,68,86,82,94,XL,XL
156,76,96,67,104,M,L
166,58,91,74,114,L,S
156,74,97,92,114,XL,L
182,75,108,83,96,L,XL
160,85,107,68,95,M,XL
158,65,107,74,86,S,XL
161,56,82,70,100,S,XL
184,67,98,65,107,XL,M
153,70,94,70,103,XS,M
185,80,95,72,96,XL,XL
177,50,101,92,88,XS,XL
162,52,101,79,101,XS,L
168,74,80,86,100,L,S
186,57,90,70,87,XL,M
188,50,85,93,86,M,M
173,56,102,83,110,M,XL
165,56,88,78,91,M,XL
182,57,99,66,90,M,XL
161,68,95,71,85,XS,S
183,66,109,72,99,XS,M
156,60,105,74,111,XL,S
180,87,91,94,97,S,S
178,51,98,86,92,XS,L
162,53,92,85,93,L,M
180,77,92,84,85,XS,S
151,82,106,65,89,L,M
188,60,83,73,91,S,XL
164,52,88,91,102,XS,S
160,89,93,74,106,XL,M
183,54,93,84,92,M,S
188,70,96,66,108,S,S
153,71,84,84,110,XS,S
160,86,106,93,94,XS,L
178,60,102,75,113,M,L
151,71,98,69,92,S,S
165,62,81,82,96,XL,S
188,52,92,71,100,XL,M
162,62,90,67,96,XL,XL
166,60,80,80,106,XL,XL
170,60,100,79,111,L,M
168,70,108,72,87,XS,L
156,70,82,84,102,L,M
187,56,106,92,89,S,M
162,63,86,69,109,XL,XL
186,82,80,67,104,XL,L
151,60,88,93,105,M,M
173,50,97,69,106,XL,M
155,83,103,73,111,XS,M
175,58,105,91,90,M,XL
156,62,99,80,100,S,XL
168,79,88,78,98,XS,M
155,86,102,82,104,M,M
178,56,87,71,108,S,M
188,63,102,79,89,M,S
151,55,97,90,98,S,S
168,83,104,72,114,XL,M
153,65,94,67,95,XS,XL
186,85,93,84,93,M,XL
179,57,98,91,91,L,L
156,73,98,90,89,XL,M
158,52,109,82,113,S,M
174,53,89,79,99,XL,S
182,81,99,74,109,XS,L
150,50,100,93,97,XS,S
155,83,85,89,96,M,XL
167,58,96,67,108,L,S
177,59,92,89,108,M,M
160,59,87,93,110,XL,XL
182,72,101,87,110,L,L
150,55,89,70,103,XL,M
162,73,88,75,109,S,XL
186,73,84,92,108,XS,L
152,79,83,91,101,L,L
167,83,85,87,100,S,M
180,61,92,94,113,L,XL
176,84,83,67,88,XL,M
166,56,101,77,108,L,L
186,55,84,72,105,S,S
175,50,81,85,109,M,S
166,65,88,75,90,S,M
171,53,90,75,114,L,M
174,78,99,77,113,XL,L
151,87,99,67,95,L,L
171,77,90,70,95,XS,L
154,71,86,88,111,S,S
155,82,105,76,111,M,L
170,62,85,93,103,L,S
162,76,109,78,106,M,L
186,67,83,75,112,L,XL
174,67,85,91,111,S,M
175,62,82,85,112,M,S
169,63,85,94,89,M,XL
182,60,82,94,106,XL,M
163,88,80,90,109,XS,M
185,71,107,74,103,L,M
166,85,105,67,101,XL,S
170,66,100,77,102,XS,S
165,81,105,92,92,L,S
177,53,102,77,112,XS,XL
157,60,83,94,95,M,XL
173,89,85,88,110,L,L
152,59,96,78,98,M,L
174,77,97,94,97,M,M
168,60,85,78,108,XS,M
182,84,81,71,110,M,S
151,64,91,76,100,XS,M
164,57,91,89,112,M,M
171,69,106,68,114,M,XL
167,50,95,83,93,XL,M
171,78,99,74,91,XS,L
176,73,89,80,94,S,L
162,79,104,69,113,XS,M
182,89,89,91,111,M,S
154,84,86,80,101,XL,L
175,82,93,65,102,XS,M
162,69,86,69,109,M,L
176,65,91,77,110,S,M
163,58,90,77,91,L,XL
173,80,96,67,111,L,L
152,66,90,81,87,XS,M
179,80,100,83,99,XS,XL
184,72,82,69,100,S,M
163,55,98,69,105,L,M
161,79,101,79,101,M,S
177,56,83,74,97,XS,M
178,89,87,76,110,XL,L
189,83,99,75,111,M,M
170,61,103,65,104,L,L
172,76,93,87,104,S,M
183,57,94,68,93,M,M
159,65,91,83,107,XS,L
159,78,95,88,102,S,XL
155,84,99,84,113,S,S
185,78,98,67,95,M,M
173,80,84,82,95,L,L
172,61,108,71,92,M,L
176,51,84,86,111,M,M
186,82,89,90,86,M,L
155,57,105,92,107,M,L
150,89,96,93,105,M,M
155,81,94,85,94,L,M
171,87,87,88,90,XL,XL
173,77,87,91,111,XL,M
164,72,109,83,105,XL,L
157,62,99,66,89,M,S
173,70,92,92,107,S,S
187,61,109,91,95,L,M
155,62,95,76,96,S,L
184,88,88,81,100,XS,M
150,72,95,85,104,L,XL
161,63,82,67,98,M,M
187,66,102,76,98,L,XL
161,83,104,89,104,M,M
188,71,107,76,99,S,M
156,59,93,70,92,L,M
160,57,92,94,111,M,XL
180,86,83,94,113,L,L
182,56,85,86,93,XS,XL
162,75,103,90,105,XS,XL
167,62,98,70,100,L,XL
158,79,87,66,87,S,S
180,80,93,75,96,L,L
159,54,87,79,91,XS,L
151,81,109,90,101,S,L
187,65,93,90,99,XL,S
164,58,102,72,99,S,XL
152,71,86,86,96,XL,S
180,89,100,77,105,XS,L
155,86,97,94,86,XL,XL
160,65,93,74,112,XS,L
164,69,94,73,106,S,XL
159,75,108,71,114,S,S
187,58,91,67,87,L,XL
156,50,89,76,114,L,XL
164,84,91,79,113,XL,S
167,55,106,85,114,XL,S
173,59,85,77,100,L,L
151,82,103,70,94,XS,M
189,65,98,72,110,XL,S
169,85,80,78,94,S,L
183,55,92,67,114,XL,XL
175,68,101,80,95,XS,L
156,80,95,82,110,L,XL
187,51,97,88,96,XS,M
179,67,91,81,92,M,M
154,77,104,82,111,XS,S
160,53,84,74,89,XS,M
150,50,100,81,93,XS,S
150,51,105,85,99,S,XL
168,85,87,88,107,XS,S
151,50,85,66,101,M,M
170,88,82,84,95,M,M
169,72,104,68,97,XL,XL
172,75,105,75,101,XS,XL
153,60,83,81,91,M,M
161,73,91,89,93,L,XL
171,59,92,83,102,L,S
169,63,81,70,107,XS,S
167,63,98,74,102,M,XL
150,56,83,94,114,XL,L
182,71,92,68,96,XS,L
173,85,98,89,110,S,S
163,76,87,91,102,M,XL
185,51,87,92,105,S,S
160,68,105,89,93,XL,S
173,56,90,65,94,XL,XL
180,61,97,71,85,M,XL
162,52,83,90,95,L,XL
173,57,80,85,107,L,S
175,56,93,88,94,XS,S
151,56,83,69,112,XL,L
165,81,90,86,98,S,S
150,61,95,74,110,XS,M
160,59,96,71,94,XL,L
184,63,103,77,101,XS,L
178,58,81,94,86,L,M
186,87,83,92,106,M,L
166,79,82,71,98,L,S
188,54,94,79,110,M,M
177,50,81,81,102,XL,M
178,50,103,87,86,L,M
152,69,98,91,104,L,S
159,60,88,67,103,L,L
163,75,89,69,108,L,L
161,52,100,74,92,M,XL
179,55,104,69,90,M,S
181,60,98,88,104,S,L
181,57,107,71,91,XL,XL
181,78,84,71,109,XL,XL
150,83,89,87,86,S,S
151,73,95,78,106,S,XL
166,66,85,87,91,L,M
179,81,104,79,85,S,M
156,83,81,69,100,XS,XL
176,73,97,68,92,M,M
158,54,108,94,97,L,XL
171,78,100,84,107,S,M
183,83,100,85,102,M,S
150,65,100,90,98,M,L
158,74,99,73,102,M,M
169,86,87,94,113,XL,S
168,57,106,91,88,L,L
189,74,96,80,89,L,L
153,72,95,86,105,S,S
158,83,105,72,98,L,M
167,79,84,76,99,XS,XL
188,81,83,84,86,S,L
158,78,80,92,107,L,S
156,88,80,85,102,XL,M
165,56,107,68,88,XL,L
154,54,103,92,99,XL,M
165,57,109,87,96,XS,M
150,81,83,67,111,L,L
188,87,92,71,87,M,S
168,67,93,73,88,M,S
186,65,96,66,105,XS,L
166,70,90,71,100,S,L
175,59,82,74,90,M,S
171,53,86,66,86,S,S
157,57,89,77,110,S,XL
182,68,90,93,106,L,L
151,89,89,67,93,XS,M
167,79,102,94,111,M,XL
159,66,81,76,108,M,L
153,55,95,93,96,M,S
162,65,83,84,111,S,XL
174,75,101,70,94,XS,M
162,86,107,67,95,XL,S
167,72,107,93,86,XS,L
173,62,95,89,112,XL,XL
151,66,91,66,100,S,S
182,76,107,87,111,L,S
168,71,93,86,85,XL,XL
158,86,91,78,106,S,L
177,68,107,79,113,L,XL
184,88,100,82,85,S,XL
188,84,95,91,106,L,L
159,62,95,83,86,M,S
150,63,101,86,96,L,L
170,80,91,74,111,XL,M
158,51,81,84,107,L,L
164,88,102,81,107,XS,M
184,86,103,81,112,L,XL
171,58,93,88,102,XL,XL
172,59,90,91,96,M,M
156,56,88,68,111,M,L
172,77,101,75,107,S,M
176,77,108,88,112,XL,XL
155,51,91,74,111,S,M
183,66,108,86,95,XL,S
158,53,96,81,86,M,XL
182,62,88,76,96,M,XL
155,67,85,74,86,XS,M
186,52,91,74,101,S,M
183,82,89,81,90,S,S
178,73,88,90,100,XL,M
